target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	188.269	0.258285	0.048487
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1595.88	24.4784	0.54211
FBtr0114196	967	788	0	0
FBtr0114201	824	466.984	4	0.302735
FBtr0114198	1110	931	0	0
FBtr0300146	1265	904.949	2	0.0781108
FBtr0308947	1051	872	0	0
FBtr0114286	752	499.278	10.956	0.775557
FBtr0114194	1697	1518	0	0
FBtr0114206	834	655	0	0
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	664.669	1.04825	0.0557394
FBtr0114259	1975	1796	0	0
FBtr0114207	1134	880.853	0	0
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1465.26	17	0.410051
FBtr0114208	549	330.588	9.95402	1.06418
FBtr0114209	569	351.32	155.212	15.6145
FBtr0114210	559	336.191	0	0
FBtr0114253	540	316.976	313.968	35.0077
FBtr0114284	524	264.224	0	0
FBtr0114214	740	513.084	20.3541	1.40207
FBtr0114211	566	343.188	0.000226469	2.33228e-05
FBtr0114283	1005	640.131	5.45371	0.301112
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	436	0	0
FBtr0114218	506	301.638	0	0
FBtr0304147	435	256	0	0
FBtr0114222	530	260.5	21.4498	2.91018
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	996.529	7.42076	0.263186
FBtr0114285	462	221.654	2.01338	0.321037
FBtr0114223	838	659	0	0
FBtr0114280	575	349.298	661.699	66.953
FBtr0114257	1030	851	0	0
FBtr0300134	654	475	0	0
FBtr0114249	668	436.329	2403.75	194.707
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	541.35	1.80321	0.117726
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1644.31	0	0
FBtr0300690	1802	1596.79	6	0.132803
FBtr0330654	1844	1612.45	0	0
FBtr0078170	5248	4580.68	3693.57	28.4985
FBtr0078171	5391	4708.86	435.568	3.26923
FBtr0078166	5155	4489.61	89.1713	0.701975
FBtr0078167	5230	4560.69	8.75097e-05	6.78159e-07
FBtr0078168	5225	4557.73	58.3834	0.452737
FBtr0078169	5082	4430.47	0.115316	0.00091991
FBtr0306589	5315	4635.76	0.000530745	4.04641e-06
FBtr0306590	5179	4516.82	171.748	1.34389
FBtr0306591	5390	4702.84	1698.54	12.765
FBtr0306592	5528	4828.05	84.2168	0.616499
FBtr0330655	5281	4608.66	44.6899	0.34272
FBtr0113008	2629	2381.94	17.4207	0.258488
FBtr0309810	2230	2004.89	19.5793	0.345153
FBtr0078163	4350	4027.7	51.5318	0.452193
FBtr0078164	7227	6872.2	13.5604	0.0697399
FBtr0113416	4347	4025.42	40.763	0.357899
FBtr0309225	6150	5810.26	0	0
FBtr0309227	3917	3591.87	0	0
FBtr0309228	7266	6843.94	0	0
FBtr0309229	7005	6692.41	17.1448	0.0905431
FBtr0309226	6583	6234.53	0	0
FBtr0345732	244	66.2053	0	0
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3807.08	19.9167	0.184897
FBtr0306536	3731	3463.26	0.0223847	0.000228439
FBtr0306538	3454	3203.05	222.34	2.45335
FBtr0078100	4040	3687.44	379.02	3.63281
FBtr0306537	3789	3443.05	188.478	1.93474
FBtr0344052	2798	2255.25	253.125	3.96685
FBtr0344053	2686	2174.93	0	0
FBtr0306540	1430	1142.16	652.278	20.1842
FBtr0078101	1841	1542.06	817.02	18.7257
FBtr0302164	1458	1173.48	301.679	9.08601
FBtr0331680	1536	1255.71	272.568	7.67164
FBtr0301733	1694	1360.04	263.554	6.84892
FBtr0306541	1378	1146.55	21	0.647341
FBtr0290323	2225	1868.55	69	1.30512
FBtr0330637	1662	1456.32	6.47162e-06	1.57059e-07
FBtr0078103	6476	5823.3	924	5.608
FBtr0078104	1583	1394.78	1304.48	33.0549
FBtr0330636	1221	1049.79	210.342	7.08156
FBtr0301452	2551	2286.68	2017.18	31.1778
FBtr0089437	2387	2062.9	0	0
FBtr0308091	961	754.358	76.6169	3.58965
FBtr0089428	2184	1932.89	162.862	2.97795
FBtr0089429	2293	1984.19	0	0
FBtr0330656	2298	1978.06	63.8754	1.1413
FBtr0089432	2283	2025.2	216.727	3.78225
FBtr0089430	2380	2075.76	257.175	4.37881
FBtr0089431	2380	2074.89	289.913	4.93832
FBtr0089433	2353	2038.48	2.72039e-07	4.71661e-09
FBtr0089434	2429	2116.59	596.092	9.95365
FBtr0089435	2309	1999.18	2060.41	36.4256
FBtr0089436	1971	1695.63	14.3325	0.298743
FBtr0306542	657	478	0	0
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	584.223	0	0
FBtr0078160	1124	853.259	3	0.124264
FBtr0100307	2749	2376.44	0	0
FBtr0078157	2742	2409.27	6.39555	0.0938204
FBtr0100308	2885	2519.43	0	0
FBtr0100309	2597	2271.9	0	0
FBtr0330646	2457	2146.7	0	0
FBtr0078158	2656	2352.61	0	0
FBtr0078156	2456	2150.11	105.272	1.73045
FBtr0078159	4008	3595.55	6.06189	0.0595864
FBtr0100310	2505	2211.97	67.2701	1.07485
FBtr0078154	2778	2514.11	5087.95	71.5261
FBtr0100379	2864	2583.65	8934.65	122.222
FBtr0078153	2759	2490.29	10.065	0.142846
FBtr0078155	2845	2559.84	22.5059	0.310734
FBtr0344032	1062	810.443	41.8245	1.82395
FBtr0300568	1699	1621.47	980.314	21.3679
FBtr0078114	2176	1991.92	825.524	14.6475
FBtr0078115	2396	2211.21	128.162	2.0485
FBtr0336836	727	465.125	1	0.0759863
FBtr0336837	502	293.057	1	0.120602
FBtr0346127	1014	814.489	4.12827	0.179138
FBtr0302194	2206	2024.4	0	0
FBtr0302196	2206	2024.4	0	0
FBtr0302195	1335	1171.73	271.872	8.20052
FBtr0330644	1380	1206.08	6776.24	198.573
FBtr0300987	1838	1632.07	7.39576	0.160158
FBtr0330645	1908	1688.92	377.362	7.89684
FBtr0078116	905	775.558	529	24.1072
FBtr0301929	5305	5378.96	74.9188	0.492263
FBtr0330643	5299	5374.22	57.0812	0.37539
FBtr0078147	1699	1467.58	143.67	3.45994
FBtr0330641	869	657.742	12.7301	0.684041
FBtr0330642	798	589.016	4.14766	0.248875
FBtr0078117	486	303.683	1153.57	134.255
FBtr0078118	623	437.478	736.397	59.4923
FBtr0301886	568	389.478	9.31317	0.845122
FBtr0301887	507	323.803	299.869	32.7307
FBtr0330640	415	234.469	36.3025	5.47213
FBtr0340650	1381	1192.01	32.4105	0.96097
FBtr0078119	1261	1081.68	720.59	23.5448
FBtr0091612	769	580.751	158	9.61551
FBtr0078122	17880	17665.5	0	0
FBtr0306341	17963	17740.7	0	0
FBtr0330652	20622	20404	60.4556	0.104719
FBtr0332336	19571	19240.2	8.4323e-05	1.54896e-07
FBtr0078121	19604	19235.4	760.225	1.39684
FBtr0332337	17143	17027.7	0	0
FBtr0078123	18859	18632.1	34.754	0.0659249
FBtr0330653	18434	18220.6	1498.57	2.90682
FBtr0078124	903	739.36	749	35.8039
FBtr0308246	1290	1105.08	0	0
FBtr0078146	1259	1072.24	34	1.12071
FBtr0332338	3129	2957.89	14.1344	0.168889
