target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	266	0	0
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1610.72	10.616	0.302282
FBtr0114196	967	564.089	3	0.243918
FBtr0114201	824	488.525	0	0
FBtr0114198	1110	931	0	0
FBtr0300146	1265	926.081	2	0.0990494
FBtr0308947	1051	872	0	0
FBtr0114286	752	573	0	0
FBtr0114194	1697	1518	0	0
FBtr0114206	834	655	0	0
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	909	0	0
FBtr0114259	1975	1796	0	0
FBtr0114207	1134	885.79	4.23052	0.219045
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1489.9	3	0.0923497
FBtr0114208	549	335.48	0	0
FBtr0114209	569	355.961	42.4359	5.46766
FBtr0114210	559	340.196	0	0
FBtr0114253	540	321.161	201.162	28.7272
FBtr0114284	524	265.909	0	0
FBtr0114214	740	521.627	12.0748	1.06167
FBtr0114211	566	347.599	0.000661172	8.72381e-05
FBtr0114283	1005	661.504	0	0
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	456.514	1	0.100465
FBtr0114218	506	304.224	0	0
FBtr0304147	435	256	0	0
FBtr0114222	530	263.427	52.8718	9.20526
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	1006.77	6.1485	0.280098
FBtr0114285	462	283	0	0
FBtr0114223	838	610.457	1.50521	0.113087
FBtr0114280	575	354.311	664.569	86.0254
FBtr0114257	1030	851	0	0
FBtr0300134	654	475	0	0
FBtr0114249	668	443.187	2838.06	293.7
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	547.187	1.71026	0.14335
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1655.73	0	0
FBtr0300690	1802	1612.24	3	0.0853422
FBtr0330654	1844	1642.62	0	0
FBtr0078170	5248	4645.06	6146.94	60.6931
FBtr0078171	5391	4772.95	689.312	6.62369
FBtr0078166	5155	4552.01	56.8792	0.573088
FBtr0078167	5230	4624.52	0.000356135	3.53199e-06
FBtr0078168	5225	4621.59	81.8092	0.81186
FBtr0078169	5082	4493.57	0.00929195	9.4839e-05
FBtr0306589	5315	4699.41	1199.08	11.7024
FBtr0306590	5179	4579.43	52.0385	0.521176
FBtr0306591	5390	4767.34	2132	20.5108
FBtr0306592	5528	4892.43	206.229	1.93328
FBtr0330655	5281	4671.57	317.699	3.11906
FBtr0113008	2629	2428.64	22.4266	0.423518
FBtr0309810	2230	2048.55	14.5734	0.326275
FBtr0078163	4350	4094.14	11.1594	0.125012
FBtr0078164	7227	6977.6	12.0994	0.0795294
FBtr0113416	4347	4055.05	0	0
FBtr0309225	6150	5944.08	6.13073	0.0473041
FBtr0309227	3917	3645.69	13.6105	0.171224
FBtr0309228	7266	6917.66	0	0
FBtr0309229	7005	6732.96	0	0
FBtr0309226	6583	6318.21	0	0
FBtr0345732	244	66.2053	1	0.692753
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3858.1	30.5668	0.363369
FBtr0306536	3731	3515.73	46.9896	0.612996
FBtr0306538	3454	3247.52	123.637	1.74609
FBtr0078100	4040	3746.11	534.465	6.5435
FBtr0306537	3789	3494.39	323.671	4.2482
FBtr0344052	2798	2297.82	273.197	5.45295
FBtr0344053	2686	2207	0	0
FBtr0306540	1430	1165.88	974.083	38.3188
FBtr0078101	1841	1570.03	340.711	9.95289
FBtr0302164	1458	1196.53	162.308	6.22139
FBtr0331680	1536	1280.16	174.279	6.24386
FBtr0301733	1694	1387.03	467.092	15.445
FBtr0306541	1378	1169.64	6	0.235271
FBtr0290323	2225	1896.85	35.7812	0.865155
FBtr0330637	1662	1472.75	11.2188	0.349372
FBtr0078103	6476	5932.83	808	6.24626
FBtr0078104	1583	1423.81	265.179	8.54198
FBtr0330636	1221	1072.24	381.305	16.3099
FBtr0301452	2551	2322.87	1267.52	25.0264
FBtr0089437	2387	2103.69	12.456	0.271561
FBtr0308091	961	767.872	55.957	3.34223
FBtr0089428	2184	1960.91	95.42	2.23179
FBtr0089429	2293	2002.55	0	0
FBtr0330656	2298	2013.7	60.3726	1.37504
FBtr0089432	2283	2057.79	186.416	4.15482
FBtr0089430	2380	2111.34	336.939	7.31919
FBtr0089431	2380	2111.35	0.000473248	1.02801e-05
FBtr0089433	2353	2074.96	0.00960026	0.000212199
FBtr0089434	2429	2152.55	214.104	4.56187
FBtr0089435	2309	2033.17	757.326	17.0836
FBtr0089436	1971	1705.31	0	0
FBtr0306542	657	478	0	0
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	592.523	1	0.0774044
FBtr0078160	1124	945	0	0
FBtr0100307	2749	2421.03	0	0
FBtr0078157	2742	2465.88	13.1199	0.244022
FBtr0100308	2885	2576.52	32.165	0.57256
FBtr0100309	2597	2328.33	3.60375e-06	7.09875e-08
FBtr0330646	2457	2197.07	13.4903	0.281611
FBtr0078158	2656	2406.47	0.00097035	1.84935e-05
FBtr0078156	2456	2196.76	85.5274	1.78564
FBtr0078159	4008	3672.54	3.35079	0.0418457
FBtr0100310	2505	2260.84	80.3456	1.62991
FBtr0078154	2778	2553.38	16580.1	297.812
FBtr0100379	2864	2626.49	7780.89	135.87
FBtr0078153	2759	2528.37	144.322	2.61796
FBtr0078155	2845	2601.48	72.1308	1.27166
FBtr0344032	1062	830.21	26.5864	1.46874
FBtr0300568	1699	1641.46	370.803	10.3606
FBtr0078114	2176	2019.51	738.059	16.7616
FBtr0078115	2396	2244.23	82.1384	1.67861
FBtr0336836	727	469.178	1	0.0977537
FBtr0336837	502	323	0	0
FBtr0346127	1014	828.199	1.02481	0.0567516
FBtr0302194	2206	2056.53	0	0
FBtr0302196	2206	2056.53	0	0
FBtr0302195	1335	1190.02	235.975	9.09462
FBtr0330644	1380	1224.99	6630.42	248.245
FBtr0300987	1838	1659.46	299.314	8.27239
FBtr0330645	1908	1716.69	1073.27	28.6739
FBtr0078116	905	782.76	471	27.5971
FBtr0301929	5305	5453.94	56	0.470921
FBtr0330643	5299	5449.38	2.87601e-08	2.42055e-10
FBtr0078147	1699	1495.13	110.798	3.39878
FBtr0330641	869	667.525	3.57217	0.245435
FBtr0330642	798	590.869	0	0
FBtr0078117	486	306.773	820.895	122.727
FBtr0078118	623	442.901	111.451	11.5412
FBtr0301886	568	387.891	0	0
FBtr0301887	507	327.258	16.361	2.29293
FBtr0330640	415	237.772	4.92244	0.949493
FBtr0340650	1381	1207.16	10.6629	0.405119
FBtr0078119	1261	1093.95	711.337	29.8228
FBtr0091612	769	590.649	195	15.1418
FBtr0078122	17880	17845.9	0	0
FBtr0306341	17963	17920.8	0	0
FBtr0330652	20622	20709.4	90.7919	0.201071
FBtr0332336	19571	19517.9	46.6624	0.109649
FBtr0078121	19604	19519.5	1467.06	3.44708
FBtr0332337	17143	17193.3	0	0
FBtr0078123	18859	18895.9	0.671049	0.00162877
FBtr0330653	18434	18474.7	1050.81	2.60867
FBtr0078124	903	749.295	441	26.9934
FBtr0308246	1290	1125.24	24.9999	1.01897
FBtr0078146	1259	1090.55	7.35555e-05	3.09344e-06
FBtr0332338	3129	2953.67	0	0
FBtr0078125	2902	2778.05	424.272	7.00447
FBtr0332339	3121	2961.76	96.7284	1.49787
FBtr0078145	8225	8188.37	3043.66	17.0479
FBtr0078144	17943	18241.8	25.5827	0.0643203
FBtr0299837	18528	18849.9	63.1406	0.153628
FBtr0308253	18006	18303	35.8071	0.0897262
FBtr0308254	17733	18011.1	64.8096	0.165033
FBtr0308255	17731	17734.3	0	0
FBtr0336984	400	221	0	0
FBtr0336985	1190	1033.7	1	0.0443685
FBtr0336986	552	373	0	0
FBtr0309764	88	8.89679	0	0
FBtr0078126	1660	1481	0	0
FBtr0304343	107	10.4162	0	0
FBtr0304344	22	5.60924	0	0
FBtr0336987	904	707.972	2	0.129564
FBtr0336990	1105	966.088	0	0
FBtr0078143	981	844.662	128	6.95021
FBtr0336989	1799	1718.87	0	0
FBtr0078140	1726	1667.59	289.213	7.95423
FBtr0078141	1753	1694.76	49.7873	1.34736
FBtr0308252	7557	7331.44	2.16635	0.0135522
FBtr0336988	754	562.955	1.83365	0.149388
FBtr0078142	4040	3967.33	0	0
FBtr0078127	2417	2278.19	3	0.0603951
