target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	193.412	106.262	19.1848
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1598.35	481.167	10.512
FBtr0114196	967	579.369	0	0
FBtr0114201	824	470.674	2.55424	0.189497
FBtr0114198	1110	931	0	0
FBtr0300146	1265	918.875	9.7931	0.372156
FBtr0308947	1051	872	0	0
FBtr0114286	752	500.393	142.615	9.95211
FBtr0114194	1697	1518	0	0
FBtr0114206	834	655	0	0
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	909	0	0
FBtr0114259	1975	1347.35	60.773	1.57504
FBtr0114207	1134	875.322	157.138	6.26866
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1476.81	6.44576	0.152409
FBtr0114208	549	325.539	243.627	26.1327
FBtr0114209	569	345.212	4889.02	494.535
FBtr0114210	559	328.207	298.239	31.7306
FBtr0114253	540	311.469	12826.5	1437.99
FBtr0114284	524	267.59	0	0
FBtr0114214	740	506.77	586.205	40.3924
FBtr0114211	566	336.427	0.00070845	7.35325e-05
FBtr0114283	1005	648.375	100.148	5.39359
FBtr0114216	1012	635.752	44.6318	2.45142
FBtr0300167	1105	926	0	0
FBtr0300105	615	436	0	0
FBtr0114218	506	302.144	253.987	29.3533
FBtr0304147	435	256	0	0
FBtr0114222	530	264.779	575.278	75.8675
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	993.901	418.705	14.7105
FBtr0114285	462	223.355	13.4231	2.09854
FBtr0114223	838	596.816	70.5864	4.12992
FBtr0114280	575	342.334	34378.6	3506.72
FBtr0114257	1030	646.747	1.26869	0.0684987
FBtr0300134	654	475	0	0
FBtr0114249	668	428.274	56177.3	4580.37
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	536.931	227.339	14.7848
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1651.13	0	0
FBtr0300690	1802	1607.12	17	0.36937
FBtr0330654	1844	1618.88	0	0
FBtr0078170	5248	4628.11	1797.66	13.5633
FBtr0078171	5391	4760.35	395.322	2.89984
FBtr0078166	5155	4533.03	284.937	2.19493
FBtr0078167	5230	4606.6	0.000192078	1.45599e-06
FBtr0078168	5225	4603.56	0	0
FBtr0078169	5082	4476.23	0.0281076	0.000219267
FBtr0306589	5315	4681.23	0.0485045	0.000361813
FBtr0306590	5179	4561.34	17.1773	0.131499
FBtr0306591	5390	4750.47	1498.98	11.0184
FBtr0306592	5528	4879.27	4.11057	0.0294177
FBtr0330655	5281	4654.83	74.7395	0.560671
FBtr0113008	2629	2426.04	22.1716	0.319125
FBtr0309810	2230	2047.95	28.8284	0.491544
FBtr0078163	4350	4098.26	60.6503	0.516767
FBtr0078164	7227	6960.04	29.5656	0.148332
FBtr0113416	4347	4098.74	57.5003	0.489871
FBtr0309225	6150	5932.96	0	0
FBtr0309227	3917	3654.33	23.9058	0.228432
FBtr0309228	7266	6965.88	19.8264	0.0993871
FBtr0309229	7005	6731.6	0	0
FBtr0309226	6583	6372.84	10.5516	0.0578157
FBtr0345732	244	66.2053	1	0.527435
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3846.53	40.8166	0.370535
FBtr0306536	3731	3503.35	149.439	1.48951
FBtr0306538	3454	3239.4	169.736	1.82966
FBtr0078100	4040	3726.69	348.327	3.26381
FBtr0306537	3789	3479.82	204.023	2.04731
FBtr0344052	2798	2282.17	323.07	4.94322
FBtr0344053	2686	2196.75	0	0
FBtr0306540	1430	1155.08	723.242	21.8641
FBtr0078101	1841	1561.12	611.441	13.6766
FBtr0302164	1458	1187.39	280.711	8.25518
FBtr0331680	1536	1271.79	393.698	10.8096
FBtr0301733	1694	1373.52	541.496	13.7665
FBtr0306541	1378	1155.53	6	0.181314
FBtr0290323	2225	1887.4	58.7967	1.0878
FBtr0330637	1662	1470.09	8.20331	0.194852
FBtr0078103	6476	5887.18	1034	6.13302
FBtr0078104	1583	1417.58	1434.99	35.3478
FBtr0330636	1221	1068.58	271.405	8.86893
FBtr0301452	2551	2309.07	2246.6	33.9743
FBtr0089437	2387	2088.64	13.9489	0.233206
FBtr0308091	961	763.826	92.5496	4.23099
FBtr0089428	2184	1950.88	213.341	3.81861
FBtr0089429	2293	2004.76	0	0
FBtr0330656	2298	1998.03	14.1326	0.246991
FBtr0089432	2283	2044.4	367.077	6.26979
FBtr0089430	2380	2097.11	335.395	5.58466
FBtr0089431	2380	2094.15	15.2884	0.254926
FBtr0089433	2353	2060.91	2.58504e-07	4.37996e-09
FBtr0089434	2429	2140.04	365.891	5.97023
FBtr0089435	2309	2018.8	1844.38	31.902
FBtr0089436	1971	1692.4	0	0
FBtr0306542	657	478	0	0
FBtr0330638	678	489.617	2.16859	0.154662
FBtr0330639	586	407	0	0
FBtr0336838	818	588.023	0	0
FBtr0078160	1124	865.473	2	0.0806934
FBtr0100307	2749	2405.43	0	0
FBtr0078157	2742	2440.26	45.3945	0.649575
FBtr0100308	2885	2550.86	35.0774	0.480178
FBtr0100309	2597	2307.65	0	0
FBtr0330646	2457	2174.26	49.4379	0.79398
FBtr0078158	2656	2384.76	42.3236	0.619726
FBtr0078156	2456	2180.68	98.4187	1.57596
