target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	194.753	26.1479	6.19557
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1585.42	28.2427	0.822036
FBtr0114196	967	556.356	26.0638	2.16179
FBtr0114201	824	467.031	5.73453	0.566606
FBtr0114198	1110	931	0	0
FBtr0300146	1265	925.666	9.67709	0.482414
FBtr0308947	1051	872	0	0
FBtr0114286	752	494.908	12.3117	1.14795
FBtr0114194	1697	1518	0	0
FBtr0114206	834	483.992	1.0321	0.0984041
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	673.855	6.32909	0.433415
FBtr0114259	1975	1358.3	7.10295	0.241309
FBtr0114207	1134	869.391	4.58071	0.243135
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1474.22	1.1407	0.0357058
FBtr0114208	549	333.113	8.97443	1.24321
FBtr0114209	569	349.947	120.922	15.9453
FBtr0114210	559	336.077	0	0
FBtr0114253	540	317.217	1017.94	148.08
FBtr0114284	524	266.98	0	0
FBtr0114214	740	513.027	53.2461	4.78935
FBtr0114211	566	343.235	0.0244349	0.0032851
FBtr0114283	1005	644.959	229.169	16.3966
FBtr0114216	1012	640.642	5.0203	0.361613
FBtr0300167	1105	926	0	0
FBtr0300105	615	452.418	1	0.101998
FBtr0114218	506	297.101	69.5473	10.802
FBtr0304147	435	256	0	0
FBtr0114222	530	264.341	55.6061	9.70704
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	989.636	22.9937	1.07217
FBtr0114285	462	283	0	0
FBtr0114223	838	593.254	4.9809	0.387433
FBtr0114280	575	349.188	2999.16	396.342
FBtr0114257	1030	647.184	1.18007	0.0841415
FBtr0300134	654	475	0	0
FBtr0114249	668	436.524	5546.71	586.351
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	535.5	8.57188	0.738662
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1660.38	3	0.0833764
FBtr0300690	1802	1583.71	0	0
FBtr0330654	1844	1614.5	0	0
FBtr0078170	5248	4601.2	5940.9	59.5814
FBtr0078171	5391	4730.03	338.807	3.30536
FBtr0078166	5155	4510.89	0	0
FBtr0078167	5230	4582.16	0	0
FBtr0078168	5225	4578.69	0	0
FBtr0078169	5082	4450.6	0	0
FBtr0306589	5315	4654.3	0	0
FBtr0306590	5179	4536.04	488.589	4.97046
FBtr0306591	5390	4749.23	0	0
FBtr0306592	5528	4873.74	0	0
FBtr0330655	5281	4628.39	15.7033	0.156564
FBtr0113008	2629	2400.5	37.0681	0.712573
FBtr0309810	2230	2023.24	22.9319	0.523024
FBtr0078163	4350	4046.18	0	0
FBtr0078164	7227	6841.75	0	0
FBtr0113416	4347	4042.98	23.3732	0.266776
FBtr0309225	6150	5866.18	9.31315	0.0732607
FBtr0309227	3917	3587.33	0	0
FBtr0309228	7266	6880.86	16.3136	0.109405
FBtr0309229	7005	6672.39	0	0
FBtr0309226	6583	6259.89	0	0
FBtr0345732	244	66.2053	0	0
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3832.17	41.7427	0.502651
FBtr0306536	3731	3490.5	10.1101	0.133659
FBtr0306538	3454	3223.17	200.442	2.8697
FBtr0078100	4040	3720.97	919.059	11.3977
FBtr0306537	3789	3469.83	406.776	5.40974
FBtr0344052	2798	2292.49	140.878	2.83573
FBtr0344053	2686	2190.55	9.99819	0.210619
FBtr0306540	1430	1152.73	543.009	21.7375
FBtr0078101	1841	1556.36	231.702	6.86987
FBtr0302164	1458	1182.56	294.31	11.4845
FBtr0331680	1536	1265.31	205.889	7.5087
FBtr0301733	1694	1369.78	240.084	8.08803
FBtr0306541	1378	1144.83	3	0.120923
FBtr0290323	2225	1886.02	22.2636	0.544727
FBtr0330637	1662	1462.46	19.7364	0.62275
FBtr0078103	6476	5870.07	1101	8.65514
FBtr0078104	1583	1403.73	674.439	22.1712
FBtr0330636	1221	1054.76	329.854	14.431
FBtr0301452	2551	2289.15	1006.71	20.2936
FBtr0089437	2387	2078.99	0	0
FBtr0308091	961	758.682	24.7243	1.50381
FBtr0089428	2184	1940.77	66.4362	1.57965
FBtr0089429	2293	1999.2	0	0
FBtr0330656	2298	1995.03	109.236	2.52666
