target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	197.52	7.08858	1.87669
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1605.94	12.7682	0.41576
FBtr0114196	967	568.081	23.3493	2.14935
FBtr0114201	824	487.97	0	0
FBtr0114198	1110	931	0	0
FBtr0300146	1265	936.998	1	0.0558092
FBtr0308947	1051	872	0	0
FBtr0114286	752	573	0	0
FBtr0114194	1697	1518	0	0
FBtr0114206	834	494.453	2.13769	0.226081
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	684.805	3.71259	0.283501
FBtr0114259	1975	1418	0	0
FBtr0114207	1134	882.47	4.58595	0.271753
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1499.2	39.2122	1.36775
FBtr0114208	549	337.309	10.1272	1.57003
FBtr0114209	569	355.83	39.8078	5.85019
FBtr0114210	559	340.816	0	0
FBtr0114253	540	320.784	264.502	43.1182
FBtr0114284	524	269.282	0	0
FBtr0114214	740	519.879	14.4195	1.45041
FBtr0114211	566	347.895	0.0115398	0.00173457
FBtr0114283	1005	664.191	0	0
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	452.583	1	0.115544
FBtr0114218	506	301.202	17.1993	2.98606
FBtr0304147	435	256	0	0
FBtr0114222	530	267.441	49.3002	9.63974
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	1003.59	11.001	0.573221
FBtr0114285	462	224.954	1.00305	0.233169
FBtr0114223	838	659	0	0
FBtr0114280	575	354.124	1109.42	163.827
FBtr0114257	1030	655.845	0.330041	0.0263155
FBtr0300134	654	475	0	0
FBtr0114249	668	442.255	1804.15	213.326
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	544.064	3.5737	0.343489
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1669.27	8	0.250616
FBtr0300690	1802	1590.59	0	0
FBtr0330654	1844	1624.7	0	0
FBtr0078170	5248	4639.78	5805.09	65.4269
FBtr0078171	5391	4769.16	1291.29	14.1588
FBtr0078166	5155	4549.52	127.567	1.46628
FBtr0078167	5230	4621	0.00162269	1.8363e-05
FBtr0078168	5225	4617.99	404.278	4.57795
FBtr0078169	5082	4487.45	6.04475	0.0704406
FBtr0306589	5315	4693	0.416431	0.0046402
FBtr0306590	5179	4573.89	50.1541	0.57341
FBtr0306591	5390	4762.22	3638.75	39.9565
FBtr0306592	5528	4888.47	86.5403	0.925742
FBtr0330655	5281	4665.72	85.8641	0.96236
FBtr0113008	2629	2413.63	6.47709	0.140331
FBtr0309810	2230	2034.5	16.5229	0.424691
FBtr0078163	4350	4071.4	34.8455	0.447557
FBtr0078164	7227	6892.64	0	0
FBtr0113416	4347	4045.01	0	0
FBtr0309225	6150	5904.49	0	0
FBtr0309227	3917	3624.16	9.33086	0.134635
FBtr0309228	7266	6933.66	8.38032	0.0632037
FBtr0309229	7005	6759.53	2.24858e-07	1.73954e-09
FBtr0309226	6583	6343.66	2.44329	0.0201409
FBtr0345732	244	66.2053	0	0
FBtr0345733	207	37.5845	1	1.39135
FBtr0306539	4153	3861.72	40.2051	0.544434
FBtr0306536	3731	3516.64	171.457	2.54961
FBtr0306538	3454	3247.5	4.09114	0.0658779
FBtr0078100	4040	3749.65	671.658	9.36703
FBtr0306537	3789	3497.26	291.071	4.35226
FBtr0344052	2798	2306.48	268.166	6.07993
FBtr0344053	2686	2202.49	0	0
FBtr0306540	1430	1162.45	1057.62	47.5772
FBtr0078101	1841	1566.16	310.14	10.3554
FBtr0302164	1458	1192.82	286.964	12.5805
FBtr0331680	1536	1276.07	144.855	5.93612
FBtr0301733	1694	1383	341.773	12.9229
FBtr0306541	1378	1162.17	5	0.22498
FBtr0290323	2225	1897.53	17.6809	0.48726
FBtr0330637	1662	1468.24	14.3191	0.509991
FBtr0078103	6476	5919.12	960	8.48122
FBtr0078104	1583	1415.22	580.427	21.4471
FBtr0330636	1221	1064.23	172.07	8.45499
FBtr0301452	2551	2309.48	969.503	21.9523
FBtr0089437	2387	2094.77	0	0
FBtr0308091	961	763.193	35.4296	2.4276
FBtr0089428	2184	1952.73	73.3517	1.96432
FBtr0089429	2293	2014.54	0	0
FBtr0330656	2298	2012.54	43.8793	1.14015
FBtr0089432	2283	2049.45	80.6413	2.05762
FBtr0089430	2380	2106.95	266.239	6.60788
FBtr0089431	2380	2107.01	2.9604e-08	7.34732e-10
FBtr0089433	2353	2073.26	235.705	5.94512
FBtr0089434	2429	2149.6	159.971	3.89159
FBtr0089435	2309	2032.5	542.783	13.965
FBtr0089436	1971	1706.24	0	0
FBtr0306542	657	465.552	2.07008	0.232522
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	589.249	2	0.177491
FBtr0078160	1124	945	0	0
FBtr0100307	2749	2414.33	16.1755	0.350352
FBtr0078157	2742	2446.67	17.8868	0.382297
FBtr0100308	2885	2559.94	31.7615	0.648809
FBtr0100309	2597	2309.73	0	0
FBtr0330646	2457	2176.34	89.4844	2.15014
FBtr0078158	2656	2387.34	4.38181e-07	9.59807e-09
FBtr0078156	2456	2180.12	0	0
FBtr0078159	4008	3655.24	3.33721	0.0477433
FBtr0100310	2505	2239.38	2.35461	0.054984
FBtr0078154	2778	2543.48	8830.41	181.55
FBtr0100379	2864	2617.26	5620.97	112.308
FBtr0078153	2759	2519.34	27.5414	0.571668
FBtr0078155	2845	2593.11	19.8506	0.400309
FBtr0344032	1062	825.242	26.2303	1.66214
FBtr0300568	1699	1633.04	186.264	5.96456
FBtr0078114	2176	2016.06	235.27	6.10249
FBtr0078115	2396	2240.48	13.4659	0.314295
FBtr0336836	727	469.502	2	0.22276
FBtr0336837	502	298.674	1	0.175084
FBtr0346127	1014	827.027	2.07605	0.131269
FBtr0302194	2206	2045.92	0	0
FBtr0302196	2206	2045.92	0	0
