target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	266	0	0
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1608.73	12.1301	0.29658
FBtr0114196	967	561.241	10.0165	0.701988
FBtr0114201	824	473.377	10.4221	0.865982
FBtr0114198	1110	931	0	0
FBtr0300146	1265	916.564	11.1591	0.478881
FBtr0308947	1051	872	0	0
FBtr0114286	752	505.671	4.67153	0.363373
FBtr0114194	1697	1518	0	0
FBtr0114206	834	655	0	0
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	670.811	2.50623	0.146955
FBtr0114259	1975	1796	0	0
FBtr0114207	1134	885.952	0	0
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1485.13	392.462	10.3943
FBtr0114208	549	331.325	3.37634	0.400824
FBtr0114209	569	352.457	129.837	14.4895
FBtr0114210	559	335.628	0	0
FBtr0114253	540	318.38	160.303	19.8042
FBtr0114284	524	266.746	0	0
FBtr0114214	740	514.781	19.412	1.48323
FBtr0114211	566	342.584	0.00012526	1.43815e-05
FBtr0114283	1005	658.843	0	0
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	436	0	0
FBtr0114218	506	305.827	0	0
FBtr0304147	435	256	0	0
FBtr0114222	530	263.736	69.7521	10.4028
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	1004.44	8.40602	0.329174
FBtr0114285	462	224.559	1.005	0.176035
FBtr0114223	838	603.485	3.09778	0.201904
FBtr0114280	575	348.954	301.532	33.9881
FBtr0114257	1030	642.417	1.15005	0.0704145
FBtr0300134	654	475	0	0
FBtr0114249	668	436.905	1724.25	155.23
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	546.173	3.54202	0.255083
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1670.8	0	0
FBtr0300690	1802	1586.49	0	0
FBtr0330654	1844	1636.61	9	0.216301
FBtr0078170	5248	4630.36	2114.97	17.966
FBtr0078171	5391	4758.37	493.687	4.08089
FBtr0078166	5155	4535.53	281.621	2.4423
FBtr0078167	5230	4608.66	0.325975	0.00278209
FBtr0078168	5225	4605.35	59.9594	0.512102
FBtr0078169	5082	4477.74	9.22593	0.0810425
FBtr0306589	5315	4684.69	0.000705775	5.9258e-06
FBtr0306590	5179	4564.95	249.944	2.15361
FBtr0306591	5390	4752.67	1754.4	14.5195
FBtr0306592	5528	4877.75	90.1229	0.726738
FBtr0330655	5281	4656.49	111.737	0.943846
FBtr0113008	2629	2415.52	24.376	0.396929
FBtr0309810	2230	2035.55	17.624	0.340553
FBtr0078163	4350	4076.75	31.5983	0.304868
FBtr0078164	7227	6940.19	13.5105	0.0765704
FBtr0113416	4347	4075.45	41.276	0.398367
FBtr0309225	6150	5866.64	0	0
FBtr0309227	3917	3611.01	0	0
FBtr0309228	7266	6889.56	0	0
FBtr0309229	7005	6703.72	0	0
FBtr0309226	6583	6355.79	2.61516	0.0161842
FBtr0345732	244	66.2053	2	1.18823
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3834.57	39.8577	0.408844
FBtr0306536	3731	3492.73	118.898	1.33897
FBtr0306538	3454	3227.29	156.026	1.90161
FBtr0078100	4040	3718.98	505.452	5.34585
FBtr0306537	3789	3470.11	1.01737	0.0115319
FBtr0344052	2798	2275.95	388.589	6.71567
FBtr0344053	2686	2190.17	0	0
FBtr0306540	1430	1159.76	850.128	28.8322
FBtr0078101	1841	1559.49	918.584	23.1684
FBtr0302164	1458	1191.46	259.614	8.57055
FBtr0331680	1536	1273.9	453.443	14.0007
FBtr0301733	1694	1380.11	598.391	17.0543
FBtr0306541	1378	1161.63	24	0.812654
FBtr0290323	2225	1885.84	71	1.48087
FBtr0330637	1662	1467.23	0	0
FBtr0078103	6476	5890.08	864	5.76972
FBtr0078104	1583	1417.06	827.612	22.9722
FBtr0330636	1221	1067.79	110.827	4.08247
FBtr0301452	2551	2314.42	1993.56	33.8804
FBtr0089437	2387	2079.96	0	0
FBtr0308091	961	763.218	172.276	8.87848
FBtr0089428	2184	1952.43	418.613	8.43332
FBtr0089429	2293	1993.44	0	0
FBtr0330656	2298	2000.59	6.89533	0.135568
FBtr0089432	2283	2046.24	224.252	4.31063
FBtr0089430	2380	2099.12	564.171	10.5714
FBtr0089431	2380	2096.61	68.1526	1.27857
FBtr0089433	2353	2060.48	1.35745e-05	2.5913e-07
FBtr0089434	2429	2139.55	706.421	12.9868
FBtr0089435	2309	2017.93	3303.21	64.386
FBtr0089436	1971	1710.1	19.0119	0.437284
FBtr0306542	657	478	0	0
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	639	0	0
FBtr0078160	1124	945	0	0
FBtr0100307	2749	2411.13	11.3317	0.184857
FBtr0078157	2742	2446.95	0	0
FBtr0100308	2885	2557.83	66.7085	1.02582
FBtr0100309	2597	2311.1	29.1859	0.496726
FBtr0330646	2457	2181.08	88.4499	1.5951
FBtr0078158	2656	2389.03	19.3396	0.31841
FBtr0078156	2456	2182.17	142.954	2.57672
FBtr0078159	4008	3644.54	3.73016	0.0402575
FBtr0100310	2505	2247.91	47.3006	0.827655
FBtr0078154	2778	2543.06	4626.83	71.563
FBtr0100379	2864	2614.6	9400.74	141.423
FBtr0078153	2759	2517.85	18.964	0.296253
FBtr0078155	2845	2589.38	48.8123	0.741472
FBtr0344032	1062	821.617	21.6463	1.03628
FBtr0300568	1699	1631.87	1331.02	32.082
FBtr0078114	2176	2006.74	1721.38	33.7403
FBtr0078115	2396	2228.72	109.599	1.93424
FBtr0336836	727	548	0	0
FBtr0336837	502	323	0	0
FBtr0346127	1014	823.905	1.01792	0.0485955
FBtr0302194	2206	2049.35	0	0
FBtr0302196	2206	2049.35	0	0
FBtr0302195	1335	1186.39	243.982	8.08895
FBtr0330644	1380	1218.94	6646.9	214.486
FBtr0300987	1838	1649.68	53.0491	1.26485
FBtr0330645	1908	1709.04	679.048	15.6282
FBtr0078116	905	784.751	555	27.8178
FBtr0301929	5305	5428.69	63	0.456465
FBtr0330643	5299	5423.98	0	0
FBtr0078147	1699	1496.05	178.242	4.68627
FBtr0330641	869	663.55	14.1263	0.837366
FBtr0330642	798	593.931	0	0
FBtr0078117	486	306.165	879.541	112.996
FBtr0078118	623	440.054	718.552	64.2264
FBtr0301886	568	386.444	0	0
FBtr0301887	507	321.206	0	0
FBtr0330640	415	236.402	23.5388	3.91646
FBtr0340650	1381	1203.15	53.2385	1.74048
FBtr0078119	1261	1090.15	887.761	32.031
FBtr0091612	769	588.166	187	12.5056
FBtr0078122	17880	17778.8	0	0
FBtr0306341	17963	17854.5	0	0
FBtr0330652	20622	20607.3	57.3164	0.109401
FBtr0332336	19571	19429.9	5.51732e-08	1.11691e-10
FBtr0078121	19604	19428.3	1071.14	2.16857
FBtr0332337	17143	17137	0	0
FBtr0078123	18859	18817.7	1.257	0.00262743
FBtr0330653	18434	18397.4	1069.28	2.28611
FBtr0078124	903	746.667	639	33.6616
FBtr0308246	1290	1115.45	14	0.493671
FBtr0078146	1259	1072.82	0	0
FBtr0332338	3129	2946.07	0	0
FBtr0078125	2902	2772.4	835.594	11.855
FBtr0332339	3121	2954.76	32.4059	0.431384
FBtr0078145	8225	8151.12	2461.62	11.8786
FBtr0078144	17943	18163.8	0.0775948	0.00016803
FBtr0299837	18528	18765.9	138.392	0.29007
FBtr0308253	18006	18224.5	220.051	0.474929
FBtr0308254	17733	17933.9	141.598	0.310558
FBtr0308255	17731	17660.5	0	0
FBtr0336984	400	216.072	1	0.182039
FBtr0336985	1190	1029.4	7	0.267471
FBtr0336986	552	358.361	6.26273	0.687391
FBtr0309764	88	8.89679	0	0
FBtr0078126	1660	1481	0	0
FBtr0304343	107	10.4162	0	0
FBtr0304344	22	5.60924	0	0
FBtr0336987	904	703.308	2	0.111853
FBtr0336990	1105	957.408	0	0
FBtr0078143	981	837.848	222	10.422
FBtr0336989	1799	1755.33	10.1118	0.226585
FBtr0078140	1726	1667.01	342.65	8.08491
FBtr0078141	1753	1693.49	113.238	2.6301
FBtr0308252	7557	7296.06	4	0.0215642
FBtr0336988	754	575	0	0
FBtr0078142	4040	3861	0	0
FBtr0078127	2417	2264.71	3	0.052104
FBtr0078139	1756	1656.63	493	11.7053
