target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	193.897	23.1911	4.18399
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1642	49.1666	1.04746
FBtr0114196	967	573.787	12.8143	0.781238
FBtr0114201	824	501.612	0	0
FBtr0114198	1110	931	0	0
FBtr0300146	1265	1086	0	0
FBtr0308947	1051	872	0	0
FBtr0114286	752	520.874	20.5655	1.38116
FBtr0114194	1697	1518	0	0
FBtr0114206	834	502.954	3.09777	0.215457
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	690.744	2.51444	0.12734
FBtr0114259	1975	1378.47	6.72649	0.170698
FBtr0114207	1134	901.169	18.3154	0.710965
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1525.47	7.76886	0.178153
FBtr0114208	549	335.024	8.95378	0.934909
FBtr0114209	569	351.401	242.748	24.1653
FBtr0114210	559	336.259	148.805	15.4804
FBtr0114253	540	317.403	1722.19	189.805
FBtr0114284	524	273.007	0	0
FBtr0114214	740	518.233	100.234	6.76593
FBtr0114211	566	344.992	0.0022871	0.000231908
FBtr0114283	1005	666.727	60.6797	3.18372
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	461.588	1	0.0757853
FBtr0114218	506	317.316	0.00347663	0.000383271
FBtr0304147	435	256	0	0
FBtr0114222	530	270.218	140.141	18.1422
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	1019.56	58.6778	2.01326
FBtr0114285	462	226.639	1.06609	0.16455
FBtr0114223	838	609.513	4.91315	0.281979
FBtr0114280	575	351.008	4669.09	465.322
FBtr0114257	1030	851	0	0
FBtr0300134	654	475	0	0
FBtr0114249	668	441.528	9658.48	765.226
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	552.363	23.9216	1.51497
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1694.46	0	0
FBtr0300690	1802	1602.69	0	0
FBtr0330654	1844	1658.95	7	0.147606
FBtr0078170	5248	4692.69	381.957	2.84729
FBtr0078171	5391	4821.61	214.812	1.55849
FBtr0078166	5155	4594.75	921.217	7.01357
FBtr0078167	5230	4670.34	7.64131	0.0572346
FBtr0078168	5225	4667.14	170.835	1.28046
FBtr0078169	5082	4536.28	2014.02	15.5311
FBtr0306589	5315	4745.28	121.485	0.89557
FBtr0306590	5179	4624.79	1794.06	13.5701
FBtr0306591	5390	4815.36	474.426	3.4465
FBtr0306592	5528	4941.13	493.74	3.49551
FBtr0330655	5281	4720.64	103.808	0.769252
FBtr0113008	2629	2450.25	10.0438	0.143393
FBtr0309810	2230	2062.67	29.9562	0.508038
FBtr0078163	4350	4162.65	6.21675	0.0522436
FBtr0078164	7227	7048	0	0
FBtr0113416	4347	4112.64	0	0
FBtr0309225	6150	5963.08	0	0
FBtr0309227	3917	3712.6	18.7506	0.176675
FBtr0309228	7266	6976.58	0	0
FBtr0309229	7005	6907.86	5.03265	0.0254855
FBtr0309226	6583	6393.01	0	0
FBtr0345732	244	66.2053	0	0
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3849.21	0	0
FBtr0306536	3731	3493.85	0	0
FBtr0306538	3454	3225.85	0	0
FBtr0078100	4040	3764.54	151.218	1.40517
FBtr0306537	3789	3515.59	659.466	6.56196
FBtr0344052	2798	2327.55	136.298	2.04846
FBtr0344053	2686	2228.35	0	0
FBtr0306540	1430	1180.64	1074.43	31.8347
FBtr0078101	1841	1592.51	235.305	5.16878
FBtr0302164	1458	1211.81	181.093	5.22765
FBtr0331680	1536	1294.87	125.614	3.39351
FBtr0301733	1694	1404.76	215.574	5.36825
FBtr0306541	1378	1172.13	9	0.2686
FBtr0290323	2225	1920.44	13.3788	0.243701
FBtr0330637	1662	1489.81	0.621157	0.0145851
FBtr0078103	6476	5985.83	588	3.43631
FBtr0078104	1583	1441.8	662.687	16.0783
FBtr0330636	1221	1090.45	124.312	3.98795
FBtr0301452	2551	2346.75	808.001	12.0443
FBtr0089437	2387	2106.57	0	0
FBtr0308091	961	779.995	18.9895	0.851647
FBtr0089428	2184	1986.76	78.2645	1.37803
FBtr0089429	2293	2040.19	0.00190566	3.26749e-05
FBtr0330656	2298	2035.09	23.182	0.398481
FBtr0089432	2283	2076.7	8.81459	0.14848
FBtr0089430	2380	2132.26	365.829	6.00174
FBtr0089431	2380	2132.23	1.45985e-06	2.39504e-08
FBtr0089433	2353	2097.31	230.685	3.84766
FBtr0089434	2429	2176.18	59.7572	0.960582
FBtr0089435	2309	2055.93	417.476	7.10332
FBtr0089436	1971	1739.89	0	0
FBtr0306542	657	478	0	0
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	599.924	1	0.0583099
FBtr0078160	1124	945	0	0
FBtr0100307	2749	2448.74	10.4226	0.148893
FBtr0078157	2742	2465.86	0	0
FBtr0100308	2885	2585.02	0	0
FBtr0100309	2597	2330.18	0	0
FBtr0330646	2457	2216.02	0	0
FBtr0078158	2656	2428.6	11.3062	0.162854
FBtr0078156	2456	2213.8	117.697	1.85981
FBtr0078159	4008	3829	0	0
FBtr0100310	2505	2285.52	13.5738	0.207757
FBtr0078154	2778	2581.23	10566.4	143.199
FBtr0100379	2864	2656.35	7500.41	98.7731
FBtr0078153	2759	2553.77	11.1577	0.152838
FBtr0078155	2845	2628.89	9.46275	0.125917
FBtr0344032	1062	833.513	36.5435	1.53369
FBtr0300568	1699	1665.19	295.401	6.20565
FBtr0078114	2176	2049.13	605.612	10.3386
FBtr0078115	2396	2276.86	14.987	0.230259
FBtr0336836	727	478.173	1	0.0731567
FBtr0336837	502	300.888	1	0.116261
FBtr0346127	1014	841.259	3.16064	0.131427
FBtr0302194	2206	2079.04	0	0
FBtr0302196	2206	2079.04	0	0
FBtr0302195	1335	1198.63	275.839	8.05027
FBtr0330644	1380	1240.47	3483.26	98.2286
FBtr0300987	1838	1676.75	89.4608	1.8664
FBtr0330645	1908	1734.52	428.278	8.63745
FBtr0078116	905	790.397	671	29.6973
FBtr0301929	5305	5508.29	25.7256	0.163376
FBtr0330643	5299	5503.64	26.2744	0.167002
