target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	194.999	6.98999	1.8422
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1591.09	8.95958	0.289391
FBtr0114196	967	566.204	5.5098	0.500097
FBtr0114201	824	486.674	0	0
FBtr0114198	1110	931	0	0
FBtr0300146	1265	922.816	1.73989	0.0968941
FBtr0308947	1051	872	0	0
FBtr0114286	752	495.75	1.51899	0.157465
FBtr0114194	1697	1518	0	0
FBtr0114206	834	490.817	4.5926	0.480873
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	678.743	6.31207	0.477923
FBtr0114259	1975	1400.95	0	0
FBtr0114207	1134	877.18	0	0
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1490.81	51.7888	1.78527
FBtr0114208	549	333.187	2.9375	0.453087
FBtr0114209	569	349.481	29.5348	4.34312
FBtr0114210	559	337.97	0	0
FBtr0114253	540	316.639	211.539	34.3334
FBtr0114284	524	268.223	0	0
FBtr0114214	740	514.15	15.9423	1.5935
FBtr0114211	566	344.55	0.140185	0.0209094
FBtr0114283	1005	657.476	0	0
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	436	0	0
FBtr0114218	506	296.935	0	0
FBtr0304147	435	256	0	0
FBtr0114222	530	265.388	62.0199	12.0099
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	994.131	6.95042	0.359301
FBtr0114285	462	224.688	1.00446	0.229745
FBtr0114223	838	659	0	0
FBtr0114280	575	350.697	662.017	97.0127
FBtr0114257	1030	851	0	0
FBtr0300134	654	475	0	0
FBtr0114249	668	437.306	1439.09	169.119
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	538.255	6.39335	0.610424
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1647.41	0	0
FBtr0300690	1802	1596.77	1	0.0321847
FBtr0330654	1844	1626.27	0	0
FBtr0078170	5248	4603.99	5425.32	60.5595
FBtr0078171	5391	4732.14	386.946	4.20227
FBtr0078166	5155	4514.53	86.2156	0.981441
FBtr0078167	5230	4585.67	0.0793712	0.000889511
FBtr0078168	5225	4582.57	241.13	2.70417
FBtr0078169	5082	4453.72	143.092	1.65114
FBtr0306589	5315	4657.32	1377.75	15.2029
FBtr0306590	5179	4539.21	58.8932	0.666771
FBtr0306591	5390	4725.31	1796.38	19.5371
FBtr0306592	5528	4850.05	0.0119067	0.000126165
FBtr0330655	5281	4630.75	165.174	1.83308
FBtr0113008	2629	2399.25	18	0.385557
FBtr0309810	2230	2021.43	6.06309e-06	1.54144e-07
FBtr0078163	4350	4044.28	28.0316	0.356203
FBtr0078164	7227	6883.6	1.91815	0.0143205
FBtr0113416	4347	4043.57	21.9538	0.279021
FBtr0309225	6150	5842.26	0	0
FBtr0309227	3917	3589.85	0	0
