target_id	length	eff_length	est_counts	tpm
FBtr0114187	445	266	0	0
FBtr0347033	1076	897	0	0
FBtr0114261	1994	1608	4.57764	0.141075
FBtr0114196	967	565.368	10.3541	0.907559
FBtr0114201	824	473.506	2.61383	0.273556
FBtr0114198	1110	931	0	0
FBtr0300146	1265	931.532	9.68905	0.515439
FBtr0308947	1051	872	0	0
FBtr0114286	752	573	0	0
FBtr0114194	1697	1518	0	0
FBtr0114206	834	494.724	1.18018	0.118216
FBtr0114202	265	86.2066	0	0
FBtr0114205	1088	679.961	3.29218	0.239934
FBtr0114259	1975	1409.11	0	0
FBtr0114207	1134	887.894	0	0
FBtr0302344	264	85.2271	0	0
FBtr0114274	2099	1494.7	568.941	18.8629
FBtr0114208	549	336.828	0	0
FBtr0114209	569	354.747	15.9248	2.22458
FBtr0114210	559	340.323	0	0
FBtr0114253	540	319.805	80.8854	12.5337
FBtr0114284	524	266.438	0	0
FBtr0114214	740	520.331	4.63002	0.440957
FBtr0114211	566	347.247	0.0177938	0.00253936
FBtr0114283	1005	660.762	0	0
FBtr0114216	1012	833	0	0
FBtr0300167	1105	926	0	0
FBtr0300105	615	436	0	0
FBtr0114218	506	300.806	0	0
FBtr0304147	435	256	0	0
FBtr0114222	530	264.052	89.4653	16.7903
FBtr0300161	1356	1177	0	0
FBtr0114275	1266	1005.77	7.0324	0.346496
FBtr0114285	462	283	0	0
FBtr0114223	838	659	0	0
FBtr0114280	575	353.633	358.352	50.2169
FBtr0114257	1030	851	0	0
FBtr0300134	654	475	0	0
FBtr0114249	668	442.889	954.795	106.834
FBtr0114262	1942	1763	0	0
FBtr0347010	1428	1249	0	0
FBtr0347034	740	561	0	0
FBtr0302352	348	169	0	0
FBtr0300141	1190	1011	0	0
FBtr0300139	1443	1264	0	0
FBtr0300138	1327	1148	0	0
FBtr0114228	765	546.159	1.72635	0.156641
FBtr0347035	1072	893	0	0
FBtr0300689	1880	1657.04	0	0
FBtr0300690	1802	1608.75	3	0.0924113
FBtr0330654	1844	1638.36	0	0
FBtr0078170	5248	4628.16	3239.91	34.6911
FBtr0078171	5391	4756.7	682.594	7.11131
FBtr0078166	5155	4535.28	530.615	5.79788
FBtr0078167	5230	4607.73	0.000313343	3.36997e-06
FBtr0078168	5225	4604.75	293.903	3.16294
FBtr0078169	5082	4475.98	0.00017604	1.94902e-06
FBtr0306589	5315	4681.28	90.9442	0.962727
FBtr0306590	5179	4561.57	173.692	1.88694
FBtr0306591	5390	4750.43	3356.83	35.0179
FBtr0306592	5528	4875.9	0.000250174	2.54261e-06
FBtr0330655	5281	4654.64	134.506	1.43203
FBtr0113008	2629	2417.37	9.39976	0.192693
FBtr0309810	2230	2034.55	12.6002	0.306904
FBtr0078163	4350	4055.43	10.9255	0.133505
FBtr0078164	7227	6922.11	9.12007	0.0652909
FBtr0113416	4347	4052.98	10.5915	0.129502
FBtr0309225	6150	5892.41	2.83065	0.023806
FBtr0309227	3917	3609.26	9.7406	0.13374
FBtr0309228	7266	6883.77	0	0
FBtr0309229	7005	6694.28	0	0
FBtr0309226	6583	6329.28	3.79173	0.0296877
FBtr0345732	244	66.2053	1	0.748515
FBtr0345733	207	37.5845	0	0
FBtr0306539	4153	3851.07	20.095	0.258583
FBtr0306536	3731	3512.02	164.539	2.3217
FBtr0306538	3454	3242.94	7.89325	0.120618
FBtr0078100	4040	3743.79	476.044	6.30128
FBtr0306537	3789	3491.11	446.614	6.3396
FBtr0344052	2798	2296.45	240.877	5.19794
FBtr0344053	2686	2194.85	13.2723	0.299665
FBtr0306540	1430	1164.48	824.001	35.0663
FBtr0078101	1841	1565.99	345.955	10.9478
FBtr0302164	1458	1194.45	205.573	8.52886
FBtr0331680	1536	1277.19	212.472	8.24403
FBtr0301733	1694	1385.95	414.663	14.8267
FBtr0306541	1378	1162.89	2	0.0852286
FBtr0290323	2225	1894.74	37	0.96771
FBtr0330637	1662	1460.66	0	0
FBtr0078103	6476	5914.68	894	7.49031
FBtr0078104	1583	1412.91	539.34	18.9166
FBtr0330636	1221	1062.19	254.415	11.8695
FBtr0301452	2551	2310.58	902.246	19.3507
FBtr0089437	2387	2096.3	0	0
FBtr0308091	961	761.454	38.5667	2.50993
FBtr0089428	2184	1957.76	128.712	3.25801
FBtr0089429	2293	2016.45	0	0
FBtr0330656	2298	2014.39	69.4166	1.7077
FBtr0089432	2283	2057.35	294.343	7.08986
FBtr0089430	2380	2111.87	375.935	8.82143
FBtr0089431	2380	2111.66	0.00497445	0.000116739
FBtr0089433	2353	2075.98	0.00438259	0.000104617
FBtr0089434	2429	2152.75	168.806	3.88587
FBtr0089435	2309	2033.69	646.514	15.7538
FBtr0089436	1971	1720.91	12.6974	0.365636
FBtr0306542	657	478	0	0
FBtr0330638	678	499	0	0
FBtr0330639	586	407	0	0
FBtr0336838	818	639	0	0
FBtr0078160	1124	945	0	0
FBtr0100307	2749	2419.38	20.6327	0.422617
FBtr0078157	2742	2454.02	20.1771	0.407449
FBtr0100308	2885	2567.05	21.8758	0.422302
FBtr0100309	2597	2315.95	0.00114102	2.4415e-05
FBtr0330646	2457	2183.55	2.41216	0.054744
FBtr0078158	2656	2392.33	0.000662559	1.37245e-05
FBtr0078156	2456	2184.82	125.129	2.83815
FBtr0078159	4008	3651.36	0	0
FBtr0100310	2505	2248.35	39.7716	0.876602
FBtr0078154	2778	2549.75	14750.2	286.677
FBtr0100379	2864	2623.59	7792.06	147.18
FBtr0078153	2759	2524.61	61.1303	1.19993
FBtr0078155	2845	2598.45	35.5174	0.67736
FBtr0344032	1062	828.335	44.118	2.63939
FBtr0300568	1699	1628.41	359.024	10.9258
FBtr0078114	2176	2007.71	535.275	13.212
FBtr0078115	2396	2232.64	28.7011	0.637049
FBtr0336836	727	469.099	2	0.21128
FBtr0336837	502	323	0	0
FBtr0346127	1014	835	0	0
FBtr0302194	2206	2027	0	0
FBtr0302196	2206	2027	0	0
FBtr0302195	1335	1183.49	375	15.7022
FBtr0330644	1380	1211.54	8122.67	332.242
FBtr0300987	1838	1646.17	198.535	5.97661
FBtr0330645	1908	1703.14	1612.8	46.9269
FBtr0078116	905	771.409	543	34.8826
FBtr0301929	5305	5416.72	52	0.47573
FBtr0330643	5299	5412.22	2.47812e-08	2.26903e-10
FBtr0078147	1699	1487.3	152.683	5.08726
FBtr0330641	869	665.817	12.8838	0.958917
FBtr0330642	798	592.027	0	0
FBtr0078117	486	306.929	522.601	84.3773
FBtr0078118	623	442.709	513.007	57.4245
FBtr0301886	568	389.323	0	0
FBtr0301887	507	327.697	0	0
FBtr0330640	415	239.17	2.82575	0.585491
FBtr0340650	1381	1202.6	138.506	5.70745
FBtr0078119	1261	1089.72	660.494	30.0363
FBtr0091612	769	588.157	156	13.1439
FBtr0078122	17880	17797.1	0	0
FBtr0306341	17963	17872.5	0	0
FBtr0330652	20622	20591	93.9168	0.226026
FBtr0332336	19571	19419.6	118.299	0.301879
FBtr0078121	19604	19423.1	1650.48	4.211
FBtr0332337	17143	16964	0	0
FBtr0078123	18859	18800.5	1.62902	0.00429388
FBtr0330653	18434	18377.2	783.677	2.11325
FBtr0078124	903	746.845	578	38.3522
FBtr0308246	1290	1117.25	0	0
FBtr0078146	1259	1082.36	8	0.366277
FBtr0332338	3129	2974.87	13.9175	0.231839
FBtr0078125	2902	2761.12	515.135	9.24548
FBtr0332339	3121	2945.51	31.9478	0.537494
FBtr0078145	8225	8143.44	3222.51	19.6101
FBtr0078144	17943	18123	152.301	0.416452
FBtr0299837	18528	18727.1	107.568	0.284645
FBtr0308253	18006	18183.3	0.000764702	2.08407e-06
FBtr0308254	17733	17896.2	51.7224	0.143223
FBtr0308255	17731	17873.1	0	0
FBtr0336984	400	221	0	0
FBtr0336985	1190	1027.73	21	1.01259
FBtr0336986	552	359.684	1.89684	0.261338
FBtr0309764	88	8.89679	0	0
FBtr0078126	1660	1481	0	0
FBtr0304343	107	10.4162	0	0
FBtr0304344	22	5.60924	0	0
FBtr0336987	904	725	0	0
FBtr0336990	1105	965.69	0	0
FBtr0078143	981	843.013	173	10.1696
FBtr0336989	1799	1741.45	43.7386	1.24465
FBtr0078140	1726	1652.85	361.044	10.8248
FBtr0078141	1753	1679.77	96.2172	2.83855
FBtr0308252	7557	7314.07	6.50156	0.0440506
FBtr0336988	754	564.238	1.49844	0.131605
FBtr0078142	4040	3960.57	0	0
FBtr0078127	2417	2273.93	1	0.021793
FBtr0078139	1756	1658.5	467	13.9538
